Id,PostHistoryTypeId,PostId,RevisionGUID,CreationDate,UserId,UserDisplayName,Comment,CloseReasonTypes,Text,Edit Action,Edit Object,Edit Constraint,Others
171619691,4,49915571,c01d28e0-e7ef-45a1-b379-90312db45286,2018-04-19T08:02:26.530,7429447,,"Corrected question heading, indented code, added tag #selenium, #webdriver, #mousehover, #drop-down-menu",,How to click on a Dropdown menu through Selenium,1,1,0,1
125108696,1,38998111,c3a3e116-373f-47e0-b5a0-03130c4e4e4a,2016-08-17T13:30:51.467,1848929,,,,How to select two specific tag class wih Xpath,0,0,0,0
125111677,4,38998111,027031c7-57af-4cd7-8d94-49b5e96d86c6,2016-08-17T14:03:58.803,1848929,,edited title,,How to select two specific tag classes wih Xpath,0,1,0,0
125112330,4,38998111,775b9942-ac86-4d8b-8951-9eed018c41aa,2016-08-17T14:10:41.320,1848929,,edited title,,How to select two specific tag classes wih Xpath and remove all,1,0,0,0
125129256,4,38998111,dc7606c7-a3da-4111-8bb7-d5b65da52593,2016-08-17T17:55:08.723,290085,,edited tags,,How to select two specific tag classes with XPath and remove all?,0,0,1,0
70733639,1,25117748,6dea30d6-5c81-4e8e-9be7-6a238f95883b,2014-08-04T11:35:43.383,3584167,,,,Export ZPL file on ZebraDesigner 2.7,0,0,0,0
70748983,4,25117748,4c6c7f64-0b5c-44c2-b6d1-a3a35c5d648c,2014-08-04T15:05:32.700,3584167,,edited title,,Export ZPL file on ZebraDesigner 2.2.3,0,0,1,0
96898989,1,31879791,5f77ebb6-0673-492b-ab6b-ef08743ad947,2015-08-07T14:11:23.360,1560076,,,,"Java: Implementing <key, value> STORE RPC in Kademlia Protocol",0,0,0,0
96919050,4,31879791,f72eaff2-e3cb-4092-861c-38c43335785b,2015-08-07T19:14:14.643,,user177800,NEVER tagin the title,,"Implementing <key, value> STORE RPC in Kademlia Protocol",0,0,1,0
3488870,1,1745175,1cda192e-6466-4f8a-8758-746f9d00065b,2009-11-16T22:11:13.003,128983,,,,How can I layout a TextView and a SeekBar on the same line,0,0,0,0
3491558,4,1745175,96148ad5-4200-44cf-b656-3dbf7e90a512,2009-11-17T03:42:12.610,128983,,added 33 characters in body; edited title,,"How can I layout 2 TextViews (1 on left, 1 on right) and a SeekBar on the same line",0,1,0,0
161145220,1,47422033,a6e461e4-fc16-4e60-9e83-e438b248835e,2017-11-21T20:23:24.720,8981940,,,,How I check if value is already exist in database when I insert values using C#,0,0,0,0
161145332,4,47422033,526cdf0d-b2ff-40a4-8ca0-6895328526d7,2017-11-21T20:25:28.873,155584,,Improved title,,How do I check if value already exists in the database when I insert values using C#,0,0,0,1
72369681,1,25544444,ef94e81e-0de9-4094-9a81-ba8411478b2c,2014-08-28T08:41:59.270,,user3477392,,,Copy a table between different servers,0,0,0,0
102913939,4,25544444,58ad23e6-834b-4aa9-8136-83e82f0f3c40,2015-10-29T07:45:50.577,,user3477392,edited title,,Error received while Copying a table between different servers,1,0,0,1
66112430,1,23914680,5f4e7c2e-fa73-447c-93e9-ffd2ab934ac4,2014-05-28T14:39:01.977,1811773,,,,Get Related data PHP [REST API] ( parse.com ),0,0,0,0
66113055,4,23914680,539ce263-b7b4-4f01-b0ee-74eea84c6f90,2014-05-28T14:46:30.550,616559,,remove tags from title,,Get Related data,0,0,1,0
66113405,4,23914680,de96976f-4c70-4a70-a9c6-a27bd98531a5,2014-05-28T14:50:27.450,528405,,added 79 characters in body; edited title,,Retrieving Data related to a top-level object from parse.com using PHP,0,0,0,0
66185071,4,23914680,eadd0733-c1ec-4f08-9678-0a772ba23524,2014-05-29T13:11:02.397,528405,,added 84 characters in body,,How to I retrieve data from a Relation in a top-level object retrieved from parse.com using PHP,1,0,1,1
78000638,1,27016169,ca2e96fe-4e63-41d1-ba3d-86d09c48e4e4,2014-11-19T11:51:32.250,2934340,,,,Get latitude and longitude for Android App,0,0,0,0
78002754,4,27016169,f4a5b20e-0c08-49a4-a489-4c4569ed3ac3,2014-11-19T12:22:52.510,2934340,,added 49 characters in body; edited title,,Get latitude and longitude for Android App (getLastKnownLocation is null),0,0,0,1
116408081,1,36804874,69d957e7-0945-4a69-98ca-1f15fa05e924,2016-04-22T23:40:04.380,6242624,,,,Horizontal drag slide help! <html <jquery,0,0,0,0
116408514,4,36804874,d4c06dd9-0246-4e6f-9adf-77bf13dd889a,2016-04-22T23:55:36.337,6242624,,edited title,,Horizontal drag slide help! <html <jquery <ANSWERED>,0,0,0,1
35571124,1,14729793,6c8354ba-bf65-41d4-9da7-653a111fd8c3,2013-02-06T13:04:09.337,1595468,,,,Configure eclipse to use my own framework.jar,0,0,0,0
35790520,4,14729793,ffd38c7d-771f-4ebd-8a28-648ecf8cbcb6,2013-02-11T09:36:35.480,1108213,,"Added tag, question title changed",,Configure eclipse to use my own Android SDK (framework.jar),0,0,1,0
184490818,1,52985309,4a17acea-064f-49d2-8ba1-2eec0b0e7e9d,2018-10-25T08:58:00.437,5889887,,,,handle alerts in selenium,0,0,0,0
184494050,4,52985309,66f0e3b3-532b-4c20-94c1-35048a871846,2018-10-25T09:38:44.360,4281779,,edited title,,Handle alerts in selenium,1,0,0,0
144948519,1,43863720,46cfec31-7fac-46cf-bacf-e0aac61fd83f,2017-05-09T07:27:44.983,7713112,,,,Beautifulsoup parsing tags under specific tag,0,0,0,0
144951082,4,43863720,f48f2f5d-9b97-47c9-a472-3cfc9352c35b,2017-05-09T08:03:55.843,7713112,,edited title,,Beautifulsoup parsing data under specific tag,0,1,0,0
47800939,1,18948556,271d4b10-b2d1-4853-8d4d-129857347ba6,2013-09-22T20:43:17.373,1246802,,,,HOw to remove statusbar in iOS 7,0,0,0,0
49368811,4,18948556,b515e41c-603b-4dc4-b9cb-9a7b54d15b36,2013-10-15T18:36:30.253,1246802,,edited title,,How to remove statusbar in iOS 7,0,0,0,1
106104954,1,34207603,6209b190-f37a-46ae-b4cc-d61aa74b610e,2015-12-10T17:01:08.470,5552256,,,,Selecting datetime from SQL server?,0,0,0,0
106116168,4,34207603,67544846-294f-4a30-bf47-42ebcec95c62,2015-12-10T19:54:23.893,13302,,edited tags,,Selecting datetime from SQL Server?,0,0,1,0
109840348,4,35144722,3c9cebc5-796f-4350-8ea8-224d4738eda7,2016-02-02T04:45:07.087,1677912,,Added relevant tag; tidied title; spelling; noise reduction.,,How to view data saved with Panda's Dataframe,0,0,0,0
109862517,4,35144722,a0cc142a-c460-4474-bff4-c6ab3336d9f9,2016-02-02T10:36:34.037,2320823,,"PEP8, removed fluff from question, fixed grammar",,How to view data saved with a Pandas Dataframe,0,0,1,0
126947879,1,39458264,38349f15-ca0a-4b6d-9190-7287f4ad3674,2016-09-12T20:24:11.747,2394019,,,,Git ignore contents of a file,0,0,0,0
126948256,4,39458264,8fa20236-27fe-4175-802e-c892e7e42721,2016-09-12T20:31:15.770,2394019,,edited title,,How do I make Git ignore the contents of a file?,1,0,0,1
44132100,1,17800619,15111aeb-3093-4ba2-b720-4dee0a3ea539,2013-07-23T02:41:28.057,2705719,,,,How to get a string and convert it to double?,0,0,0,0
44132289,4,17800619,c9fac7d7-4f5b-44cb-891f-7abe70ce8c5a,2013-07-23T02:50:47.830,2249962,,Rephrased the question to the topic.,,How to convert a text into doubel in Android,1,1,1,0
44132292,4,17800619,25cd0115-6168-4a6f-b101-e015b0afb8e8,2013-07-23T02:50:47.830,657487,,"Rephrased the question to the topic, corrected code formatting",,How to convert a text into double in Android,0,0,1,0
156022210,1,46186055,f825c129-274f-44ea-beda-1f8cee3c72c6,2017-09-12T22:11:43.717,918135,,,,Capturing stdout in SML using dup2,0,0,0,0
156022611,4,46186055,3c583243-1ca2-41c6-8394-6844a9366c4e,2017-09-12T22:21:28.270,918135,,Title clarification,,Capturing stdout of a command in SML,0,0,1,0
16229543,1,7360412,529bfe4d-ccef-4e5c-b93f-bd0e1858da23,2011-09-09T10:39:27.747,472897,,,,How do I uninstall ruby libraries from my cygwin installation,0,0,0,0
16270901,4,7360412,d54ddda0-dc67-4e03-8e52-a932621e0fc5,2011-09-11T08:21:04.943,18804,,edited title,,How do I uninstall ruby from my cygwin installation,0,1,0,0
123475861,1,38586217,e5a8006e-0604-4b26-b46c-7c4b4254211f,2016-07-26T09:36:19.493,6578921,,,,Yii2 Form : Get selected year drodown from the date of DB,0,0,0,0
123476528,4,38586217,bfb6600b-5ede-4985-bca4-c4e1d63a98e1,2016-07-26T09:43:46.473,4478755,,Fixed typo in title,,Yii2 Form : Get selected year dropdown from the date of DB,0,1,0,0
125611202,4,38586217,e486cd02-6eef-4208-aa01-1dbe3613e3c9,2016-08-24T12:51:51.237,6578921,,edited title,,Yii2 : Get selected dropdown value,0,1,1,0
11323822,1,5302510,1c55e7cf-a3e9-4afb-9118-039ea6a52296,2011-03-14T18:05:13.243,146272,,,,Is there a way to invert an Arel query?,0,0,0,0
17783651,4,5302510,be15cb37-357d-49d6-a0da-1dcb6bb6343a,2011-11-03T09:30:52.080,146272,,"changed ""Arel"" in title to ""ActiveRecord::Relation""",,Is there a way to invert an ActiveRecord::Relation query?,0,1,0,0
76840106,1,26711994,21351939-943c-435c-9de4-410b925954e3,2014-11-03T10:13:53.443,1350598,,,,Setting association to foreign key to inherited object using graphdiff and entity framework,0,0,0,0
144604870,4,26711994,80c11f1b-381d-45b9-b2c5-0cc742975aba,2017-05-04T09:33:55.560,13302,,added 1 character in body; edited title,,Setting association to foreign key to inherited object using graphdiff and Entity Framework,0,0,1,0
143344075,1,43461331,c22f66ad-06fd-41e4-984e-42e7443dd401,2017-04-17T23:45:01.693,7253742,,,,Make aframe model solid,0,0,0,0
143345283,4,43461331,365ab6f4-8294-46f0-b328-e27d58ea9976,2017-04-18T00:19:27.473,7253742,,edited title,,Preventing camera from going 'through' aframe object,1,1,0,0
1536291,1,796486,3ceb5b44-7f7d-47d1-900b-9172d171f00a,2009-04-28T06:38:31.460,24028,,,,How to create create a release paskage with maven ?,0,0,0,0
2369507,4,796486,55d91fb8-6554-445a-9381-86b4ba2c71a6,2009-07-30T21:42:01.693,123582,,"retagged, corrected spelling",,How to create create a release package with maven ?,0,1,0,0
120936507,4,796486,13fb2031-0253-447a-a263-015d53bce859,2016-06-21T14:31:06.480,2318447,,duplicate word,,How to create a release package with maven?,1,0,0,0
137578532,1,42040818,6057e76f-b5db-44b4-ba2f-c22e82957827,2017-02-04T13:15:55.097,5994190,,,,How can I load a Bitmap syncronously with Glide?,0,0,0,0
149635590,4,42040818,fa54f534-c5bf-474e-9233-8f09805541f0,2017-06-18T13:11:48.693,1033581,,spelling in title,,How can I load a Bitmap synchronously with Glide?,0,0,1,0
27586966,1,11807611,7ee84506-14aa-4139-b297-e2daad449e9c,2012-08-04T09:53:22.237,1283069,,,,Regex to extract multiple values from javscript-like-array-string,0,0,0,0
27591917,4,11807611,d31c27ad-06bb-464a-8914-bbba1af5d1ca,2012-08-04T14:38:54.580,1136141,,Improved orthography and formatting,,Regex to extract multiple values from javascript-like-array-string,0,0,1,0
6638009,1,3202328,4e41cd59-05a4-4916-8add-630639cbbdf2,2010-07-08T09:41:20.570,342984,,,,How zend framework avoid html <id> dublication?,0,0,0,0
6639139,4,3202328,97cbbd64-6cdf-4b18-b7cb-d7b3bbb26910,2010-07-08T10:53:01.780,342984,,edited title,,How zend framework avoid html <id> duplication?,0,1,0,0
154899159,1,45912950,fb90fdc3-827f-4441-8ca9-e79950789846,2017-08-28T06:33:51.403,8078641,,,,How to get selected xls file path from uri for sdk 17 or below android?,0,0,0,0
154899778,4,45912950,271b1664-1c49-4e35-a3a9-2dc4ef34ec03,2017-08-28T06:44:06.950,8510592,,title formatting,,Android - Selecting xls file path from uri for SDK 17 or below,1,1,0,1
154900026,4,45912950,34c0e036-4fd9-4bab-858f-0360bed4fc35,2017-08-28T06:48:19.870,8078641,,edited title,,How to get selected xls file path from uri for SDK 17 or below for android?,1,1,0,1
7813413,1,3732562,3537caa2-66af-4e45-a38d-02d91c34fe7b,2010-09-17T03:52:35.293,44260,,,,Can I use javascript dymanic HTML5 Video Tag's Source?,0,0,0,0
7813556,4,3732562,b51299cf-6517-466e-be04-6176be19b011,2010-09-17T04:12:20.380,396458,,deleted 36 characters in body; edited title,,Can I use javascript to dynamically change a video's source?,1,1,0,0
163054390,1,47874791,86439fe9-121f-4e1f-98b2-a642a37a12b2,2017-12-18T19:00:34.223,8446,,,,Stop gdb repeating last command when pressing Enter,0,0,0,0
163091455,4,47874791,2af6e9ea-9813-4548-b60b-00c91aa949f8,2017-12-19T09:24:10.287,8446,,Update title to explain why it's not necessarily a duplicate,,Stop gdb repeating last (third-party) command when pressing Enter,0,1,0,0
126790903,1,39419818,38451cb7-95fa-446c-b42c-fe71f4cadf23,2016-09-09T21:16:21.540,1545308,,,,"Terminal freezes after ""quit"" command in bash script",0,0,0,0
126791276,4,39419818,af8fb571-e19c-4935-965e-182d9a203f9d,2016-09-09T21:23:50.423,14122,,edited title,,"Terminal freezes after ""exit"" command in bash script",0,0,1,0
175761011,4,50895370,8639f88c-9362-4da0-b61e-53d4a43cdf7e,2018-06-17T18:32:16.493,7322615,,title fixed,,How to change css for blockquotes in tutorial with learnr package,0,0,0,0
175761073,4,50895370,ce3c9ae4-fa6c-4148-88f0-6d63f0b1a466,2018-06-17T18:34:16.220,107625,,edited title,,How to change CSS for blockquotes in tutorial with learnr package,0,1,0,0
189184669,1,54101363,0c08ba4c-89b6-4b6b-80a8-92ee76fd1483,2019-01-08T23:45:34.767,1183979,,,,how to select records with a where condition that specifies fetch records for this week in SQL 2005,0,0,0,0
189185192,4,54101363,00e23c86-0ea1-4e0c-8374-b8330596ef85,2019-01-09T00:02:04.603,1183979,,deleted 60 characters in body; edited tags; edited title,,how to select records with a where condition that specifies fetch records for this week in DB2,0,0,1,0
189189569,4,54101363,e7adfff0-a9d2-4ddd-90dd-256c7d50a669,2019-01-09T02:42:46.350,1183979,,deleted 133 characters in body; edited title,,How to fetch records from DB2 for the last 7 days (1 WEEK) from today,1,0,1,1
95138263,1,31428246,8aecd3f2-d425-4c51-ab85-f4fb8e2fbc29,2015-07-15T10:45:02.260,3389042,,,,Downgrade Safari webdriver version to 2.38,0,0,0,0
95157801,4,31428246,9183d5f6-00b8-44fc-b325-5aec336b25a0,2015-07-15T14:36:39.610,3389042,,added 10 characters in body; edited title,,Downgrade Safari webdriver extension version to 2.38,0,1,0,0
186009428,1,53348209,e19c4642-b283-4847-add6-fa761d6a765b,2018-11-17T04:27:03.000,10573157,,,,Random number (-100) picking loop program | Understanding methods,0,0,0,0
186010709,4,53348209,e63f6fbf-a0ac-42a3-ba94-2b016fc63dcc,2018-11-17T05:05:42.673,10573157,,edited title,,Random number (1-100) picking loop program | Understanding methods,0,0,1,0
85864363,1,29056915,03ef7c68-6708-4e7f-a515-225b78e651ab,2015-03-15T03:27:04.970,986519,,,,"Foundation top, side menu",0,0,0,0
85865888,4,29056915,109b52e3-64b6-48e9-97f8-6816f329ed8e,2015-03-15T04:43:12.803,4099598,,"I clarified the body of the question and rewrote the title to explain what you're trying to do. I suspect the foundation tag is wrong, by the way, and should be zurb-foundation; please double-check.",,Switching a side menu to off-canvas/top-menu with Foundation,1,0,1,0
17082040,1,7704915,e116a6bc-ea48-4878-8dc0-8c44935c51a3,2011-10-09T16:38:08.870,772897,,,,use 'N at row start in SQL server Bulk statment,0,0,0,0
17083385,4,7704915,ea885226-1e90-403a-b1d9-f305873aacb7,2011-10-09T18:12:50.570,13302,,added 12 characters in body; edited title,,Use 'N at row start in SQL Server bulk statement,1,0,1,0
188355782,4,53904272,9a4418ad-a184-4522-b704-3ccbc0369bd5,2018-12-23T14:28:27.250,3826232,,edited title,,What is the correct way to import a local or remote Flutter plugin?,1,1,1,1
188371018,4,53904272,9c99d0b7-7802-40fa-9806-d6fbd88e81ac,2018-12-23T23:38:54.057,3826232,,edited title,,How to create a Flutter plugin that works in another Flutter project?,1,1,1,1
127678533,1,39640196,f6acd257-3b31-4d8e-93fa-3dd3731c0925,2016-09-22T13:17:55.600,5672870,,,,How to Add text box on every time when button inside nested gridview is clicked?,0,0,0,0
127739781,4,39640196,818f8129-38bc-4b8b-b951-2fc0535f11ca,2016-09-23T08:09:23.030,6862221,,improved formating,,How to Adding Dynamic Rows in GridView with TextBoxes,1,1,1,0
127783719,4,39640196,146bd799-7f5c-41cd-8bbb-0caa858f102c,2016-09-23T18:12:55.503,5672870,,edited tags; edited title,,How to Add Dynamic Rows with Text Box inside child gridview in nested gridview,1,0,1,0
127784077,4,39640196,9a1d8dc9-93f0-4dd7-a1be-20407753b757,2016-09-23T18:20:03.440,5672870,,edited tags; edited title,,How to Add Dynamic Text Box inside child gridview in nested gridview,0,0,1,0
127784555,4,39640196,00c8c779-0841-46a4-a1d2-761853638953,2016-09-23T18:27:20.957,5672870,,edited tags; edited title,,How to Add Dynamic Text Box inside child gridview in nested gridview?,0,0,0,1
42656545,1,17282708,eb848b0a-9348-403d-925a-8693899b9f8e,2013-06-24T18:42:44.570,1760863,,,,Stuck on grouping in XSLT,0,0,0,0
42663624,4,17282708,2e1253f2-4f05-4795-965d-febd2e813056,2013-06-24T21:09:52.463,1477421,,add xslt 2.0 tag,,Stuck on grouping in XSLT 2.0,0,0,1,0
22487286,1,9837180,7d39f378-dd17-45b7-9f2e-260493d676f1,2012-03-23T09:59:59.167,1003222,,,,ASP.NET MVC Skip action execution from an ActionFilter,0,0,0,0
108357057,4,9837180,a85d2be4-8d0c-49ee-bc79-44c058c58e54,2016-01-13T14:43:25.797,2642204,,added 3 characters in body; edited title,,How to skip action execution from an ActionFilter?,0,0,1,1
8589118,1,4082567,be2fedf2-f462-4ca8-bc3e-4f47a7bffb83,2010-11-02T22:14:42.977,380451,,,,How could I format drop down menus (select) in a form?,0,0,0,0
8589533,4,4082567,89d4108e-13bd-4389-959a-487c2bfa86b9,2010-11-02T22:44:30.227,380451,,added 112 characters in body; edited title,,"How could I format (mainly, change size) drop down menus (select) in a form?",0,0,0,1
90210846,1,30172081,304f4506-ecc6-48a5-a1ff-dd6a237399d0,2015-05-11T15:46:43.460,4560325,,,,CKEditor - load template on select change,0,0,0,0
90231628,4,30172081,a40e5389-3df7-440c-8fb1-951f5e641e53,2015-05-11T20:49:50.563,1264804,,edited title,,Load template on select change,0,0,1,0
30467936,1,12885468,9183c6ae-4512-4ac8-9548-438790278d8f,2012-10-14T18:57:09.657,1712433,,,,MS SQL - update multiple rows with different values,0,0,0,0
30469316,4,12885468,0fc1ad94-cbbb-49d5-990c-7fb0fa6735b2,2012-10-14T19:56:53.947,13302,,added 17 characters in body; edited title,,SQL Server : update multiple rows with different values,0,0,1,0
169897478,1,49506084,68951f3d-e013-4acb-aaf3-5af302114a2d,2018-03-27T06:49:08.190,1405423,,,,What should i do to add controller?,0,0,0,0
169914811,4,49506084,9f2ded18-f042-4633-be06-a62c12bf7e95,2018-03-27T10:23:11.627,2735344,,formatting,,How do I add a controller?,0,0,0,1
104420864,1,33786032,e1587e1d-2d3a-4f4c-9f54-35099d559805,2015-11-18T17:02:50.693,3034614,,,,Logging Nohup-ed background process,0,0,0,0
104496285,4,33786032,23b05048-78de-4b59-814a-a159deb75f0f,2015-11-19T13:28:16.537,3034614,,deleted 6 characters in body; edited tags; edited title,,Logging background process with parms as log name,0,1,1,0
171195481,1,49816069,e9b0a51d-4e7c-4ab5-b6bf-fa233d174745,2018-04-13T11:35:21.953,5061000,,,,Replace single and double quotes by apostrophes and quotation marks,0,0,0,0
171575824,4,49816069,085c999f-659f-4f20-8b93-8ccd796b8a3b,2018-04-18T16:43:23.497,5061000,,Added examples,,Replace double quotes by quotation marks,0,1,1,0
171618355,4,49816069,f3b3cc47-201f-49b0-a326-1ffe09c41d95,2018-04-19T07:44:35.470,5061000,,"Added titles, examples.",,Replace quotes by quotation marks and apostrophes,0,1,1,0
171619510,4,49816069,90d420fc-f196-400c-bf0d-e5e581b17a9f,2018-04-19T07:55:50.197,5061000,,Removed apostrophes to focus on quotes,,Replace double quotes by quotation marks,0,1,1,0
26945722,1,11564728,9cc4ca91-50db-446c-838e-a061c53637a8,2012-07-19T15:57:52.660,1538245,,,,Display Images based on count asp.net,0,0,0,0
26946234,4,11564728,ae9e255a-5cd2-497c-aebb-e442ea1d14c2,2012-07-19T16:07:47.277,1317792,,"Grammar, Code formatting",,Display Images based on count ASP.net,0,0,1,0
2203983,1,1129216,8f027c0f-84c3-4171-bba4-667b2836f3ae,2009-07-15T03:17:47.440,138390,,,,Sorting objects in an array by a field value in JavaScript,0,0,0,0
90525761,4,1129216,eebd7f1c-cbe7-4ce5-a879-942e6f13c41c,2015-05-15T07:38:00.467,552067,,clean title and formatting of code snippet,,Sort array of objects by property value in JavaScript,1,1,1,0
92996868,4,1129216,39e99aad-dd4c-4193-93dd-a6d4a6b200fe,2015-06-17T03:09:35.490,1048572,,edited tags; edited title,,Sort array of objects by string property value in JavaScript,0,0,1,0
183327304,4,1129216,142325ab-1b3b-4d88-a360-8e05d44b3f51,2018-10-08T16:01:08.843,3345644,,added 4 characters in body; edited tags; edited title,,Sort array of objects by string property value,0,0,1,0
474613,1,299017,731b9e8b-7c66-4f9c-bc0e-ff8a1cd90a2b,2008-11-18T15:15:19.460,28098,,,,How to do what 'Publish Web' does in Visual Studio 2008 but via command line?,0,0,0,0
474616,4,299017,7f7c61fd-c700-481b-8c0d-1634c273453c,2008-11-18T18:03:50.273,28098,,edited title,,How to publish a web project with MSBuild?,1,1,0,0
4227991,1,2096968,a9c97b2e-8304-4f68-9621-9656ac370f1f,2010-01-19T20:51:56.550,89218,,,,using castor to parse xml based on attribute values,0,0,0,0
4228227,4,2096968,7a354eb8-0664-4233-a67f-ad50e285b8a4,2010-01-19T21:07:02.990,89218,,explicitly mention that i'm using castor's mapping files,,using Castor to parse xml based on attribute values,0,0,1,0
87223738,1,29408531,9f42118d-59aa-48b8-9388-8d5e372ac0a6,2015-04-02T08:37:05.157,741251,,,,How to see current SVN branch in Webstorm?,0,0,0,0
87238365,4,29408531,ac356287-b840-413a-886a-cc624a9eefff,2015-04-02T12:06:58.433,783119,,added 4 characters in body; edited title,,How to see current SVN branch in WebStorm?,0,0,1,0
48585387,1,19169305,c1a7f0de-e85b-4b93-9460-edb0b0b1df5d,2013-10-03T21:10:40.960,2403672,,,,System command execution using perl,0,0,0,0
48589080,4,19169305,c9846b9f-7ab8-4287-a4ee-a75f848a8024,2013-10-03T22:34:50.053,622310,,deleted 37 characters in body,,System command execution using Perl,0,0,1,0
28104674,1,12005069,3d1daa92-0703-477e-9df5-23763b4833ff,2012-08-17T11:40:22.353,88851,,,,Android view page: how to distinguish user and programmatic swipes?,0,0,0,0
30492992,4,12005069,b060e61b-a74f-4844-91e6-fc325e4ad913,2012-10-15T11:21:12.673,88851,,edited title,,Android view pager: how to distinguish user and programmatic swipes?,0,0,1,0
22809881,4,4522128,f8c7b25f-4163-47e1-a509-b2182c3bfd4a,2012-04-01T18:08:15.130,41071,,rm tag from title,,Using the same lock for muliple methods,0,0,0,0
155364339,4,4522128,56b4d9e9-d328-4caf-97d5-02f3aa10db7a,2017-09-03T17:37:35.080,1033581,,spelling in title,,Using the same lock for multiple methods,0,0,1,0
176862107,1,51163629,be15726e-691c-4cfb-abab-daff4768b384,2018-07-03T22:36:53.800,,user9831776,,,How to perform this operation on data frames in R?,0,0,0,0
176862534,4,51163629,9cd8c1c8-91f6-48be-9ee9-3b5bc64d30bf,2018-07-03T22:49:34.850,7028459,,added 1 character in body; edited title,,"How can I split a data frame, apply some function, and put it back together?",1,1,1,1
46954715,1,18711352,2ba24d0f-2742-44bb-bf6b-37c432b54106,2013-09-10T05:34:23.797,1778902,,,,MATLAB : Conversion from int32 matrix to float,0,0,0,0
46986783,4,18711352,0396ea01-e5c5-4423-aee4-3f014a99ba93,2013-09-10T13:41:19.803,1281433,,"formatting, removed RDF tag",,Conversion from int32 matrix to float,0,0,1,0
35462100,1,14689205,719e65f0-b98c-4056-957c-74fe43d9adf4,2013-02-04T14:48:01.830,1559213,,,,Accessing a jQuery Closer function outside,0,0,0,0
35670437,4,14689205,d7ee2b4d-d161-4d19-a57b-e2e3205ad23e,2013-02-08T06:42:50.850,1559213,,edited title,,Accessing a jQuery Closure function outside,0,1,0,0
174825076,1,50676429,2e30ccd2-7c7e-420d-8a7d-1b0888c18cac,2018-06-04T08:36:08.780,9564516,,,,how to edit a listbox? (wpf),0,0,0,0
174846647,4,50676429,74fd10b5-e4e4-47bb-99b8-2ce2547847e6,2018-06-04T13:22:53.720,4969114,,"fixed grammar, title",,Edit ListBoxItem based on condition,0,1,1,1
148670121,1,44373387,42fa65be-7527-4233-a213-35ebe16de6fa,2017-06-05T16:26:08.843,8115404,,,,Send Automated email for specific value of a drop down column,0,0,0,0
148693532,4,44373387,71ed554b-d5f9-4222-8247-0d243cbf7a09,2017-06-05T23:49:33.037,3157062,,"Increased readability, added tags",,Send automated email for specific value of a drop down column,0,1,0,0
18826438,1,8400510,16b8799b-7600-4260-9b34-8340eecb9277,2011-12-06T13:15:55.027,645924,,,,canCreateInstance in windows workflow foundaion WWF service,0,0,0,0
18831853,4,8400510,d548bd83-1051-4aad-ab46-d50f7fbcd517,2011-12-06T15:42:09.067,1572436,,edited body; edited title,,canCreateInstance in windows workflow foundation WWF service,0,0,1,0
18833712,4,8400510,e4e439da-0445-4f78-b537-07721fa30a78,2011-12-06T16:30:51.913,175679,,spelling corrections,,canCreateInstance in Windows Workflow Foundation (WF) service,0,0,1,0
37785445,1,15527970,1aa90cab-4d65-4844-a70f-deb10a0b8ad6,2013-03-20T15:33:18.147,1122482,,,,C# - Determine method parameter's context,0,0,0,0
37785680,4,15527970,196f3e5d-6709-4d90-a3b4-a54b8dc3c78f,2013-03-20T15:37:24.520,205233,,removed tag prefix from title,,Determine method parameter's context,0,0,1,0
93947491,1,31123529,4892632a-c5e3-44af-a1b2-ad6adfe26020,2015-06-29T19:04:52.013,4029226,,,,Replacing text in VIM,0,0,0,0
93947956,4,31123529,0b00b829-f8f9-4fef-a2c0-256cbe140ceb,2015-06-29T19:10:37.500,648658,,edited title,,Replacing/substituting text with a forward slash in VIM,1,0,1,0
45512234,1,18287923,62493113-d6ad-482a-934a-8fd1c7e25448,2013-08-17T10:48:19.120,2586685,,,,pass value from radio button to database,0,0,0,0
45512252,4,18287923,37897462-b22c-4ae6-9963-125ee041c351,2013-08-17T10:49:16.230,2589896,,edited title.,,Pass value from radio button to database,1,0,0,0
185339980,1,53189664,6b60707d-009e-4cbb-a4d3-005ae1758db7,2018-11-07T12:40:22.690,1445968,,,,How to hook before page/element is redrawn by the browser,0,0,0,0
185342695,4,53189664,0961d13a-5d9c-4508-9352-186c39687543,2018-11-07T13:23:03.783,1445968,,added 42 characters in body,,How to provide a dynamic (calculated) css property,1,1,1,0
96093742,1,31672212,36ecb493-aa1c-4da6-baa9-149f30fbddf4,2015-07-28T09:21:08.613,5159675,,,,Want a thin border doughnut chart,0,0,0,0
96278163,4,31672212,3f328ab3-f7f1-485f-952f-78363aa8cbb0,2015-07-30T09:53:44.310,4186297,,deleted 18 characters in body; edited title,,I want a thin border doughnut chart,0,0,0,1
58082475,1,21792050,cbbc2a73-9b8f-4639-bf83-f5b1e404a435,2014-02-15T00:57:31.543,553303,,,,jQuery - remove all spaces and tabs from .html() variable,0,0,0,0
58082539,4,21792050,7cf620fb-8c64-46b8-b083-29e32411ac77,2014-02-15T01:00:12.987,2074608,,added 177 characters in body; edited title,,Remove all spaces and tabs from html() variable,0,0,1,0
1536873,1,796796,ebb9cf99-d8db-4d22-879d-0f04ad9c36ec,2009-04-28T08:22:42.597,63051,,,,Programmatically remove firefox copyright notice,0,0,0,0
